Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 Egzaminas
Vardas44 Pavarde44 10 1 3 2 4 9 6 8 2 6
Vardas45 Pavarde45 3 10 5 7 3 1 9 2 1 2
Vardas46 Pavarde46 4 8 9 2 3 10 3 3 7 2
Vardas47 Pavarde47 4 4 4 3 3 9 5 3 6 6
Vardas48 Pavarde48 9 9 8 1 1 1 9 7 7 3
Vardas49 Pavarde49 8 1 2 4 10 10 9 4 10 2
Vardas50 Pavarde50 1 4 1 5 5 4 1 6 9 4
Vardas51 Pavarde51 7 7 3 7 4 8 6 9 7 6
Vardas52 Pavarde52 2 2 10 10 5 1 7 9 4 3
Vardas53 Pavarde53 7 7 8 5 6 2 6 9 7 7
Vardas54 Pavarde54 1 5 1 10 9 3 10 7 8 5
Vardas55 Pavarde55 8 3 4 4 10 10 4 7 4 2
Vardas56 Pavarde56 3 1 1 8 1 6 6 5 1 9
Vardas57 Pavarde57 2 7 7 1 2 3 3 2 8 8
Vardas58 Pavarde58 5 4 1 4 10 4 9 2 10 7
Vardas59 Pavarde59 6 9 6 9 8 5 3 8 10 3
Vardas60 Pavarde60 4 4 8 7 5 5 1 5 5 5
Vardas61 Pavarde61 3 5 9 3 4 4 10 2 6 9
Vardas62 Pavarde62 4 3 10 2 6 2 7 3 10 7
Vardas63 Pavarde63 4 10 10 5 6 3 2 9 6 2
Vardas64 Pavarde64 1 8 3 1 6 1 9 1 7 9
Vardas65 Pavarde65 4 7 3 7 10 10 1 8 2 1
Vardas66 Pavarde66 2 6 2 5 10 9 2 10 2 10
Vardas67 Pavarde67 6 2 9 7 8 5 8 9 5 9
Vardas68 Pavarde68 10 10 8 6 4 6 4 4 3 8
Vardas69 Pavarde69 7 5 3 6 3 3 6 10 4 5
Vardas70 Pavarde70 3 4 2 2 9 6 6 10 1 7
Vardas71 Pavarde71 9 3 3 4 8 6 2 10 9 4
Vardas72 Pavarde72 2 4 1 1 1 1 3 8 1 6
Vardas73 Pavarde73 2 5 6 8 6 7 1 7 6 4
Vardas74 Pavarde74 5 1 4 10 8 2 7 5 2 4
Vardas75 Pavarde75 8 5 4 5 6 4 2 4 4 9
Vardas76 Pavarde76 10 10 3 2 7 9 7 4 4 8
Vardas77 Pavarde77 5 7 10 7 5 2 4 2 1 8
Vardas78 Pavarde78 9 6 8 2 9 6 8 2 1 9
Vardas79 Pavarde79 3 6 10 1 6 1 4 9 10 7
Vardas80 Pavarde80 9 3 5 8 9 3 4 2 5 2
Vardas81 Pavarde81 9 2 7 2 6 10 4 3 9 2
Vardas82 Pavarde82 2 8 6 2 6 3 2 3 9 5
Vardas83 Pavarde83 7 6 4 6 4 5 5 6 6 5
Vardas84 Pavarde84 8 2 7 10 6 9 3 5 6 4
Vardas85 Pavarde85 5 4 5 5 8 4 10 3 10 7
Vardas86 Pavarde86 3 5 6 8 6 7 4 4 6 8
Vardas87 Pavarde87 2 1 6 6 9 5 8 2 10 5
Vardas88 Pavarde88 4 10 6 3 7 10 8 3 7 5
Vardas89 Pavarde89 4 4 1 4 9 3 9 7 7 2
Vardas90 Pavarde90 10 6 5 1 4 6 10 9 5 4
Vardas91 Pavarde91 3 2 1 2 8 9 10 4 8 9
Vardas92 Pavarde92 4 2 1 2 5 10 2 6 8 6
Vardas93 Pavarde93 3 7 8 7 3 10 7 4 9 5
Vardas94 Pavarde94 8 3 4 9 3 4 4 10 1 2
Vardas95 Pavarde95 6 9 9 7 2 8 8 1 4 10
Vardas96 Pavarde96 1 5 10 6 5 4 9 6 2 8
Vardas97 Pavarde97 10 8 5 9 4 2 4 5 10 8
Vardas98 Pavarde98 5 5 4 10 4 2 5 6 7 8
Vardas99 Pavarde99 6 8 9 5 10 7 9 10 8 4
Vardas100 Pavarde100 10 9 6 1 7 9 6 4 2 9
Vardas101 Pavarde101 7 4 2 2 9 4 5 10 3 8
Vardas102 Pavarde102 9 1 6 10 5 6 3 10 8 3
Vardas103 Pavarde103 4 7 5 6 6 10 10 7 2 9
Vardas104 Pavarde104 5 9 10 8 6 3 9 2 3 8
Vardas105 Pavarde105 3 9 7 4 6 5 3 4 10 7
Vardas106 Pavarde106 2 2 7 7 1 5 6 6 2 4
Vardas107 Pavarde107 10 10 10 4 4 6 8 9 2 8
Vardas108 Pavarde108 6 8 8 7 7 4 1 8 3 1
Vardas109 Pavarde109 4 1 5 4 6 9 7 7 10 10
Vardas110 Pavarde110 8 3 4 7 2 3 7 3 5 4
Vardas111 Pavarde111 3 4 4 10 10 5 7 1 5 2
Vardas112 Pavarde112 4 9 10 9 7 8 3 8 4 3
Vardas113 Pavarde113 8 3 5 2 2 5 7 1 7 3
Vardas114 Pavarde114 1 7 9 1 1 9 9 4 4 7
Vardas115 Pavarde115 7 2 2 10 10 6 4 2 2 3
Vardas116 Pavarde116 2 4 7 8 2 2 6 7 5 7
Vardas117 Pavarde117 1 6 4 8 2 3 2 4 9 3
Vardas118 Pavarde118 9 3 7 6 2 8 3 7 1 1
Vardas119 Pavarde119 1 10 7 8 8 6 4 6 1 7
Vardas120 Pavarde120 9 3 4 9 2 4 10 9 8 8
Vardas121 Pavarde121 5 6 1 5 9 10 6 9 1 2
Vardas122 Pavarde122 4 7 9 3 2 5 2 9 6 1
Vardas123 Pavarde123 8 2 5 6 6 10 10 7 5 4
Vardas124 Pavarde124 2 5 8 2 10 2 9 8 8 4
Vardas125 Pavarde125 7 5 3 8 9 9 9 9 3 8
Vardas126 Pavarde126 10 8 2 3 7 3 1 10 2 7
Vardas127 Pavarde127 2 6 10 9 5 5 2 6 6 8
Vardas128 Pavarde128 6 2 7 3 2 10 8 2 5 5
Vardas129 Pavarde129 1 8 3 7 5 8 10 9 5 10
Vardas130 Pavarde130 6 5 5 1 1 8 7 8 10 10
Vardas131 Pavarde131 5 5 8 1 9 1 6 2 3 7
Vardas132 Pavarde132 4 7 8 1 8 3 4 2 7 4
Vardas133 Pavarde133 4 6 8 2 3 2 8 10 5 4
Vardas134 Pavarde134 10 3 8 1 7 1 10 9 5 1
Vardas135 Pavarde135 6 7 3 2 9 7 8 7 5 4
Vardas136 Pavarde136 2 3 3 6 2 1 1 3 10 6
Vardas137 Pavarde137 7 7 7 4 8 9 2 8 1 2
Vardas138 Pavarde138 1 9 4 7 8 7 2 5 1 4
Vardas139 Pavarde139 9 7 9 3 9 8 9 2 9 8
Vardas140 Pavarde140 3 7 1 8 4 5 3 5 8 7
Vardas141 Pavarde141 1 9 2 9 8 8 4 6 8 3
Vardas142 Pavarde142 8 9 10 4 5 4 5 9 8 3
Vardas143 Pavarde143 7 5 5 6 10 7 6 9 2 8
Vardas144 Pavarde144 6 7 10 4 10 1 7 8 1 7
Vardas145 Pavarde145 2 10 9 4 2 5 3 6 8 2
Vardas146 Pavarde146 8 9 7 8 2 7 9 2 9 7
Vardas147 Pavarde147 3 8 10 8 2 1 7 4 5 2
Vardas148 Pavarde148 6 3 10 3 1 2 7 2 6 5
Vardas149 Pavarde149 10 2 3 1 1 10 7 3 6 3
Vardas150 Pavarde150 4 10 7 9 8 8 6 7 5 8
Vardas151 Pavarde151 6 8 2 7 10 4 7 6 10 8
Vardas152 Pavarde152 4 9 6 1 8 4 9 3 3 10
Vardas153 Pavarde153 2 6 3 10 10 8 1 1 2 10
Vardas154 Pavarde154 2 8 9 8 5 1 8 10 5 3
Vardas155 Pavarde155 7 3 10 4 4 3 9 10 8 6
Vardas156 Pavarde156 9 7 9 4 8 10 7 1 10 10
Vardas157 Pavarde157 7 7 1 4 9 9 4 2 10 5
Vardas158 Pavarde158 2 4 5 1 9 10 6 10 4 2
Vardas159 Pavarde159 7 3 4 7 5 7 6 4 1 4
Vardas160 Pavarde160 10 9 7 10 3 1 7 4 9 6
Vardas161 Pavarde161 4 9 4 2 4 1 7 6 4 8
Vardas162 Pavarde162 1 10 4 3 5 9 10 5 6 3
Vardas163 Pavarde163 1 3 5 7 5 10 9 7 6 2
Vardas164 Pavarde164 3 1 7 7 2 6 10 8 1 8
Vardas165 Pavarde165 4 10 5 4 9 7 1 8 6 2
Vardas166 Pavarde166 9 1 7 7 7 2 5 1 10 3
Vardas167 Pavarde167 9 3 7 10 4 3 5 8 5 10
Vardas168 Pavarde168 2 1 7 8 3 7 9 1 8 5
Vardas169 Pavarde169 5 6 4 6 6 5 7 10 6 4
Vardas170 Pavarde170 1 9 8 8 7 10 6 10 7 5
Vardas171 Pavarde171 8 7 9 3 4 9 1 9 1 9
Vardas172 Pavarde172 6 10 2 2 6 9 2 2 1 6
Vardas173 Pavarde173 3 5 10 9 1 4 10 9 2 4
Vardas174 Pavarde174 4 8 1 1 7 8 7 3 1 9
Vardas175 Pavarde175 3 7 10 8 7 2 4 6 9 1
Vardas176 Pavarde176 5 8 4 3 2 10 8 6 6 9
Vardas177 Pavarde177 5 6 2 4 2 5 8 10 6 4
Vardas178 Pavarde178 3 8 4 8 2 6 3 3 3 3
Vardas179 Pavarde179 4 9 1 5 8 6 5 2 4 6
Vardas180 Pavarde180 5 4 9 10 2 4 1 3 5 10
Vardas181 Pavarde181 5 8 3 7 2 9 5 9 1 1
Vardas182 Pavarde182 1 3 6 7 2 6 6 2 5 8
Vardas183 Pavarde183 1 4 5 9 8 2 2 5 3 4
Vardas184 Pavarde184 6 3 10 2 6 3 1 10 9 6
Vardas185 Pavarde185 3 6 6 3 5 7 6 3 5 1
Vardas186 Pavarde186 3 1 8 6 2 8 7 10 7 3
Vardas187 Pavarde187 3 1 1 6 5 1 5 5 4 10
Vardas188 Pavarde188 5 8 7 4 5 10 8 1 6 8
Vardas189 Pavarde189 10 9 1 9 3 4 2 9 8 6
Vardas190 Pavarde190 10 5 6 10 7 3 8 4 3 3
Vardas191 Pavarde191 2 1 6 2 10 3 6 5 9 7
Vardas192 Pavarde192 2 1 4 3 9 5 5 5 2 4
Vardas193 Pavarde193 4 6 3 7 6 4 1 10 8 9
Vardas194 Pavarde194 3 8 8 4 3 10 8 4 4 2
Vardas195 Pavarde195 8 5 5 1 8 10 1 4 7 8
Vardas196 Pavarde196 5 10 1 1 2 4 7 1 3 3
Vardas197 Pavarde197 9 10 5 6 2 10 10 10 9 6
Vardas198 Pavarde198 10 6 3 2 3 3 2 3 7 8
Vardas199 Pavarde199 5 10 8 3 5 6 9 4 5 3
Vardas200 Pavarde200 6 7 8 8 6 3 9 9 5 4
Vardas201 Pavarde201 7 4 10 9 6 4 2 8 8 4
Vardas202 Pavarde202 10 2 3 6 8 9 4 5 2 3
Vardas203 Pavarde203 7 7 3 5 6 2 1 4 2 2
Vardas204 Pavarde204 10 5 10 8 9 4 1 6 8 7
Vardas205 Pavarde205 2 3 2 3 2 5 7 5 4 2
Vardas206 Pavarde206 7 9 8 10 1 9 6 2 10 1
Vardas207 Pavarde207 8 4 8 9 2 1 2 10 4 10
Vardas208 Pavarde208 4 8 7 10 7 10 9 6 10 7
Vardas209 Pavarde209 5 10 5 8 9 6 9 1 8 7
Vardas210 Pavarde210 10 4 2 9 3 2 7 4 7 4
Vardas211 Pavarde211 10 4 7 9 1 9 9 10 7 4
Vardas212 Pavarde212 8 2 1 3 9 1 5 4 4 3
Vardas213 Pavarde213 8 6 7 1 1 2 8 10 8 9
Vardas214 Pavarde214 1 7 5 3 4 1 2 1 1 10
Vardas215 Pavarde215 5 10 6 2 8 6 6 10 2 10
Vardas216 Pavarde216 2 5 9 3 5 3 2 3 4 9
Vardas217 Pavarde217 1 5 9 8 3 9 7 8 3 5
Vardas218 Pavarde218 3 9 8 8 5 9 7 10 10 3
Vardas219 Pavarde219 3 2 7 4 4 4 5 10 7 5
Vardas220 Pavarde220 3 7 8 2 8 7 4 10 3 10
Vardas221 Pavarde221 6 7 1 3 5 8 8 7 3 1
Vardas222 Pavarde222 7 5 6 2 10 9 7 4 4 10
Vardas223 Pavarde223 10 6 5 3 8 9 6 8 8 2
Vardas224 Pavarde224 3 10 7 3 5 9 7 4 7 1
Vardas225 Pavarde225 5 7 2 5 4 2 1 3 1 4
Vardas226 Pavarde226 2 10 10 1 7 4 4 5 9 5
Vardas227 Pavarde227 7 4 4 7 9 6 8 5 7 3
Vardas228 Pavarde228 2 3 1 5 5 2 3 3 10 8
Vardas229 Pavarde229 5 7 10 8 9 1 9 4 3 1
Vardas230 Pavarde230 3 1 9 8 2 10 5 5 5 9
Vardas231 Pavarde231 2 10 5 1 4 9 8 7 1 1
Vardas232 Pavarde232 8 5 6 5 10 2 2 2 9 8
Vardas233 Pavarde233 1 3 1 8 4 10 10 7 7 3
Vardas234 Pavarde234 6 4 8 5 1 4 4 4 3 7
Vardas235 Pavarde235 8 7 5 2 5 6 7 3 2 8
Vardas236 Pavarde236 2 10 6 8 5 8 4 2 4 2
Vardas237 Pavarde237 7 4 7 8 9 7 9 10 9 9
Vardas238 Pavarde238 7 7 4 1 6 5 8 2 6 4
Vardas239 Pavarde239 1 9 4 5 2 2 2 2 8 6
Vardas240 Pavarde240 10 9 3 6 8 8 1 10 4 5
Vardas241 Pavarde241 6 3 10 1 10 10 9 9 6 10
Vardas242 Pavarde242 9 6 5 5 9 9 5 3 9 3
Vardas243 Pavarde243 6 1 7 9 4 1 2 1 8 9
Vardas244 Pavarde244 9 3 7 5 6 5 1 6 9 6
Vardas245 Pavarde245 9 7 10 2 8 3 6 4 10 1
Vardas246 Pavarde246 9 3 5 7 7 4 4 6 6 7
Vardas247 Pavarde247 8 4 6 10 7 9 6 10 9 1
Vardas248 Pavarde248 9 10 2 7 9 7 7 4 8 6
Vardas249 Pavarde249 10 9 9 4 1 5 6 9 4 6
Vardas250 Pavarde250 6 3 10 4 9 5 10 4 8 2
Vardas251 Pavarde251 3 8 8 1 4 3 9 4 10 2
Vardas252 Pavarde252 2 7 3 1 1 10 3 1 4 9
Vardas253 Pavarde253 2 3 4 6 6 3 7 2 7 7
Vardas254 Pavarde254 5 4 7 10 8 2 9 3 7 6
Vardas255 Pavarde255 8 8 8 3 2 1 2 10 8 7
Vardas256 Pavarde256 2 8 8 5 8 3 8 9 1 3
Vardas257 Pavarde257 1 10 4 5 7 5 2 9 5 5
Vardas258 Pavarde258 5 10 10 1 3 10 4 4 9 1
Vardas259 Pavarde259 2 7 10 4 7 3 7 1 3 2
Vardas260 Pavarde260 5 3 6 5 10 4 3 2 3 4
Vardas261 Pavarde261 3 8 7 10 9 10 1 2 7 1
Vardas262 Pavarde262 9 3 6 8 7 2 5 7 2 5
Vardas263 Pavarde263 6 2 8 9 6 10 2 6 5 10
Vardas264 Pavarde264 9 8 8 6 3 3 5 9 6 7
Vardas265 Pavarde265 4 7 8 9 2 6 2 9 7 4
Vardas266 Pavarde266 2 6 10 10 5 9 3 4 10 7
Vardas267 Pavarde267 5 9 1 6 10 5 7 9 9 1
Vardas268 Pavarde268 7 2 10 2 7 8 9 6 4 7
Vardas269 Pavarde269 8 5 4 8 8 5 4 2 10 3
Vardas270 Pavarde270 1 9 10 8 4 6 10 9 9 3
Vardas271 Pavarde271 4 5 3 7 7 8 9 4 6 7
Vardas272 Pavarde272 2 9 1 3 9 1 3 10 1 7
Vardas273 Pavarde273 3 10 5 6 4 5 1 4 2 8
Vardas274 Pavarde274 2 3 5 5 3 10 9 2 3 1
Vardas275 Pavarde275 8 8 6 6 7 7 3 5 7 2
Vardas276 Pavarde276 7 4 9 1 2 5 2 7 8 9
Vardas277 Pavarde277 8 6 6 5 2 8 2 1 4 8
Vardas278 Pavarde278 2 6 5 9 4 2 8 5 1 8
Vardas279 Pavarde279 3 7 8 4 10 10 1 10 7 9
Vardas280 Pavarde280 10 8 9 9 9 3 5 8 3 10
Vardas281 Pavarde281 6 3 10 5 3 3 3 7 2 2
Vardas282 Pavarde282 8 8 5 4 9 5 1 1 1 5
Vardas283 Pavarde283 7 7 2 5 4 8 6 7 3 2
Vardas284 Pavarde284 4 1 8 7 2 1 1 1 3 2
Vardas285 Pavarde285 3 8 4 7 8 9 5 10 6 4
Vardas286 Pavarde286 3 7 8 2 2 5 2 2 7 8
Vardas287 Pavarde287 3 2 10 1 8 2 6 4 3 10
Vardas288 Pavarde288 6 3 9 2 1 2 8 3 8 10
Vardas289 Pavarde289 7 7 2 5 2 8 8 5 5 4
Vardas290 Pavarde290 10 4 6 4 9 1 7 7 3 7
Vardas291 Pavarde291 2 7 4 4 2 7 9 1 8 1
Vardas292 Pavarde292 3 10 10 6 2 6 9 1 6 9
Vardas293 Pavarde293 4 1 8 10 1 3 2 6 7 9
Vardas294 Pavarde294 1 6 2 7 5 4 10 4 8 1
Vardas295 Pavarde295 4 2 1 6 5 1 9 6 5 1
Vardas296 Pavarde296 2 4 2 7 8 4 3 4 8 7
Vardas297 Pavarde297 3 7 3 4 2 4 4 1 7 3
Vardas298 Pavarde298 3 1 4 8 7 6 5 4 2 8
Vardas299 Pavarde299 8 2 3 8 9 4 6 2 10 4
Vardas300 Pavarde300 4 1 5 10 4 1 4 9 4 5
Vardas301 Pavarde301 2 10 8 7 3 2 8 8 9 5
Vardas302 Pavarde302 7 6 3 7 10 8 7 10 6 8
Vardas303 Pavarde303 9 3 8 4 8 4 2 10 7 6
Vardas304 Pavarde304 10 6 7 9 6 1 9 2 8 6
Vardas305 Pavarde305 2 2 3 1 4 9 8 4 10 7
Vardas306 Pavarde306 1 7 6 6 5 1 1 7 3 8
Vardas307 Pavarde307 3 10 7 2 9 2 2 6 8 1
Vardas308 Pavarde308 3 8 5 5 6 10 6 1 3 10
Vardas309 Pavarde309 5 1 6 7 9 2 5 3 6 7
Vardas310 Pavarde310 1 5 9 5 5 3 4 7 2 10
Vardas311 Pavarde311 2 8 9 5 1 3 10 4 10 2
Vardas312 Pavarde312 3 4 5 7 4 9 9 5 4 1
Vardas313 Pavarde313 5 9 9 3 6 7 2 4 7 1
Vardas314 Pavarde314 5 6 7 6 10 9 5 8 5 8
Vardas315 Pavarde315 5 3 2 1 3 8 4 8 10 2
Vardas316 Pavarde316 2 5 6 9 8 9 5 9 3 2
Vardas317 Pavarde317 4 4 5 4 9 10 1 1 6 1
Vardas318 Pavarde318 2 6 4 2 3 1 4 1 7 4
Vardas319 Pavarde319 10 7 10 7 6 1 6 3 8 4
Vardas320 Pavarde320 10 3 2 2 6 6 9 8 5 2
Vardas321 Pavarde321 7 5 6 1 10 2 8 1 5 4
Vardas322 Pavarde322 9 6 2 4 1 7 10 10 10 3
Vardas323 Pavarde323 9 8 4 4 7 7 9 1 9 3
Vardas324 Pavarde324 8 10 3 10 7 4 10 3 9 4
Vardas325 Pavarde325 7 9 2 10 7 7 3 5 4 4
Vardas326 Pavarde326 9 8 3 10 2 6 8 7 7 5
Vardas327 Pavarde327 2 8 2 9 7 3 3 10 2 10
Vardas328 Pavarde328 5 6 1 5 6 3 9 7 8 5
Vardas329 Pavarde329 2 4 4 6 10 5 10 4 8 10
Vardas330 Pavarde330 5 3 8 6 7 1 6 10 6 7
Vardas331 Pavarde331 8 3 2 6 10 5 2 3 10 2
Vardas332 Pavarde332 9 8 10 7 8 7 4 3 4 9
Vardas333 Pavarde333 9 10 8 7 8 5 7 1 1 2
Vardas334 Pavarde334 7 6 6 7 1 4 2 8 4 8
Vardas335 Pavarde335 9 10 2 10 8 10 7 3 4 5
Vardas336 Pavarde336 7 10 3 6 1 4 7 6 10 9
Vardas337 Pavarde337 1 9 2 2 1 7 10 3 7 1
Vardas338 Pavarde338 1 7 5 10 1 5 10 4 5 1
Vardas339 Pavarde339 3 4 1 9 1 6 2 7 5 5
Vardas340 Pavarde340 5 1 4 3 10 9 1 4 1 3
Vardas341 Pavarde341 1 2 6 3 1 8 1 7 9 4
Vardas342 Pavarde342 3 7 4 5 7 9 5 9 3 1
Vardas343 Pavarde343 10 6 6 10 5 3 8 4 5 5
Vardas344 Pavarde344 10 5 8 9 1 6 10 5 9 1
Vardas345 Pavarde345 6 8 7 2 9 2 2 2 8 1
Vardas346 Pavarde346 10 10 4 5 3 3 1 9 2 9
Vardas347 Pavarde347 4 7 9 10 9 4 2 3 6 3
Vardas348 Pavarde348 7 1 9 1 8 3 1 7 8 2
Vardas349 Pavarde349 10 10 2 7 9 4 8 1 2 2
Vardas350 Pavarde350 8 1 7 8 1 3 6 4 9 5
Vardas351 Pavarde351 3 2 2 9 10 9 2 8 6 7
Vardas352 Pavarde352 6 1 1 10 2 1 10 1 3 10
Vardas353 Pavarde353 4 7 8 4 5 5 7 3 1 3
Vardas354 Pavarde354 6 8 6 10 2 7 5 3 9 9
Vardas355 Pavarde355 10 2 2 4 3 1 1 4 1 9
Vardas356 Pavarde356 3 3 6 5 2 6 1 7 1 2
Vardas357 Pavarde357 1 10 4 5 10 10 3 6 8 3
Vardas358 Pavarde358 9 9 7 4 6 7 6 5 10 7
Vardas359 Pavarde359 5 8 10 1 7 3 2 1 10 1
Vardas360 Pavarde360 2 6 1 6 5 5 3 8 5 6
Vardas361 Pavarde361 2 9 7 6 7 9 9 2 10 8
Vardas362 Pavarde362 10 1 9 10 10 1 8 5 9 8
Vardas363 Pavarde363 4 9 10 6 7 7 2 8 10 7
Vardas364 Pavarde364 9 8 9 10 8 4 5 9 4 7
Vardas365 Pavarde365 2 1 2 3 3 1 7 8 1 1
Vardas366 Pavarde366 5 6 2 2 6 4 6 3 1 3
Vardas367 Pavarde367 6 5 1 5 3 10 7 3 10 3
Vardas368 Pavarde368 10 5 1 7 7 6 6 9 9 9
Vardas369 Pavarde369 6 6 1 3 9 3 2 2 10 9
Vardas370 Pavarde370 10 7 2 7 3 9 5 5 3 1
Vardas371 Pavarde371 4 2 5 8 10 10 8 6 2 10
Vardas372 Pavarde372 4 7 4 7 4 1 1 2 7 1
Vardas373 Pavarde373 4 10 3 5 4 6 9 9 1 1
Vardas374 Pavarde374 3 6 1 4 3 1 1 5 10 6
Vardas375 Pavarde375 6 6 8 9 8 3 8 2 1 3
Vardas376 Pavarde376 6 10 5 9 7 9 9 3 5 9
Vardas377 Pavarde377 10 10 10 2 1 3 6 7 10 3
Vardas378 Pavarde378 1 9 8 5 9 8 9 1 9 5
Vardas379 Pavarde379 2 6 2 9 2 4 7 5 9 9
Vardas380 Pavarde380 5 10 9 2 5 4 3 3 7 7
Vardas381 Pavarde381 2 5 9 3 7 6 9 6 2 2
Vardas382 Pavarde382 1 2 9 7 8 2 9 6 7 1
Vardas383 Pavarde383 2 9 8 2 7 8 2 7 9 10
Vardas384 Pavarde384 1 9 7 2 7 4 7 4 5 1
Vardas385 Pavarde385 9 7 4 5 7 6 5 5 6 4
Vardas386 Pavarde386 9 7 4 3 8 1 2 7 2 3
Vardas387 Pavarde387 6 8 4 3 5 5 4 10 7 9
Vardas388 Pavarde388 8 9 4 7 9 7 7 2 8 1
Vardas389 Pavarde389 5 5 10 9 7 7 9 4 7 6
Vardas390 Pavarde390 3 2 8 2 3 9 3 8 2 8
Vardas391 Pavarde391 4 10 7 6 10 8 10 8 1 3
Vardas392 Pavarde392 7 7 7 1 2 3 4 4 3 2
Vardas393 Pavarde393 6 10 4 7 10 3 4 3 4 7
Vardas394 Pavarde394 3 8 2 9 4 6 8 8 9 8
Vardas395 Pavarde395 8 5 10 4 5 6 3 9 6 8
Vardas396 Pavarde396 10 4 4 8 5 3 5 7 5 5
Vardas397 Pavarde397 7 9 4 10 7 6 3 9 6 2
Vardas398 Pavarde398 10 6 7 3 4 8 8 10 1 10
Vardas399 Pavarde399 1 1 7 2 7 8 6 7 5 8
Vardas400 Pavarde400 1 9 8 3 4 9 1 5 5 8
Vardas401 Pavarde401 1 9 5 6 4 3 8 2 2 7
Vardas402 Pavarde402 5 10 10 7 3 10 7 4 4 1
Vardas403 Pavarde403 8 7 8 6 1 5 4 1 1 5
Vardas404 Pavarde404 7 6 5 4 5 1 4 1 3 7
Vardas405 Pavarde405 2 6 9 7 4 3 8 3 6 5
Vardas406 Pavarde406 8 1 4 7 10 3 7 8 8 2
Vardas407 Pavarde407 9 8 4 10 8 2 2 3 6 1
Vardas408 Pavarde408 8 1 8 8 5 4 8 1 7 7
Vardas409 Pavarde409 9 3 6 10 3 8 8 8 1 6
Vardas410 Pavarde410 6 8 4 8 5 1 5 5 7 4
Vardas411 Pavarde411 9 2 10 5 10 10 4 8 6 2
Vardas412 Pavarde412 2 4 3 1 10 4 4 2 7 7
Vardas413 Pavarde413 7 5 2 7 1 8 8 2 9 3
Vardas414 Pavarde414 6 7 10 7 3 5 9 2 1 9
Vardas415 Pavarde415 10 10 1 6 2 2 1 2 9 7
Vardas416 Pavarde416 2 1 1 3 7 10 9 4 2 7
Vardas417 Pavarde417 9 8 1 8 8 2 5 5 5 4
Vardas418 Pavarde418 10 1 8 2 3 8 9 5 1 5
Vardas419 Pavarde419 5 4 5 8 8 1 6 6 4 8
Vardas420 Pavarde420 8 6 3 7 9 10 5 3 9 1
Vardas421 Pavarde421 8 6 9 8 1 5 6 8 7 6
